       16521  0.2404211    
       16522  0.2321399    
       16523  0.2238588    
       16524  0.2155776    
       16525  0.2072963    
       16526  0.1990150    
       16527  0.1907337    
       16528  0.1824525    
       16529  0.1741712    
       16530  0.1658901    
       16531  0.1576092    
       16532  0.1493285    
       16533  0.1410481    
       16534  0.1327683    
       16535  0.1244893    
       16536  0.1162113    
       16537  0.1079347    
       16538  9.9659875E-02
       16539  9.1387466E-02
       16540  8.3118409E-02
       16541  7.4854165E-02
       16542  6.6597372E-02
       16543  5.8353044E-02
       16544  5.0131764E-02
       16545  4.1957177E-02
       16546  3.3884622E-02
       16547  2.6047930E-02
       16548  1.8774647E-02
       16549  1.2862684E-02
       16550  1.0157422E-02
       16551  1.2862682E-02
       16552  1.8774645E-02
       16553  2.6047925E-02
       16554  3.3884618E-02
       16555  4.1957177E-02
       16556  5.0131768E-02
       16557  5.8353044E-02
       16558  6.6597372E-02
       16559  7.4854173E-02
       16560  8.3118409E-02
       16561  9.1387480E-02
       16562  9.9659875E-02
       16563  0.1079347    
       16564  0.1162113    
       16565  0.1244893    
       16566  0.1327684    
       16567  0.1410481    
       16568  0.1493285    
       16569  0.1576092    
       16570  0.1658901    
       16571  0.1741712    
       16572  0.1824525    
       16573  0.1907337    
       16574  0.1990150    
       16575  0.2072963    
       16576  0.2155775    
       16577  0.2238588    
       16578  0.2321400    
       16579  0.2404211    
       16580  0.2487021    
       16581  0.2569832    
       16582  0.2652641    
       16583  0.2735449    
       16584  0.2818257    
       16585  0.2901064    
       16586  0.2983871    
       16587  0.3066676    
       16588  0.3149481    
       16589  0.3232285    
       16590  0.3315088    
       16591  0.3397889    
       16592  0.3480690    
       16593  0.3563490    
       16594  0.3646287    
       16595  0.3729083    
       16596  0.3811877    
       16597  0.3894669    
       16598  0.3977457    
       16599  0.4060242    
       16600  0.4143024    
       16601  0.4225802    
       16602  0.4308577    
       16603  0.4391348    
       16604  0.4474116    
       16605  0.4556879    
       16606  0.4639638    
       16607  0.4722392    
       16608  0.4805141    
       16609  0.4887882    
       16610  0.4970617    
       16611  0.5053341    
       16612  0.5136054    
       16613  0.5218745    
       16614  0.5301394    
       16615  0.5383952    
       16616  0.5466309    
       16617  0.5548255    
       16618  0.5629362    
       16619  0.5708767    
       16620  0.5784929    
       16621  0.5856127    
       16622  0.5922530    
       16623  0.5985992    
       16624  0.6048047    
       16625  0.6109632    
       16626  0.6171294    
       16627  0.6233350    
       16628  0.6295948    
       16629  0.6359155    
       16630  0.6422994    
       16631  0.6487485    
       16632  0.6552652    
       16633  0.6618505    
       16634  0.6685045    
       16635  0.6752272    
       16636  0.6820186    
       16637  0.6888795    
       16638  0.6958100    
       16639  0.7028099    
       16640  0.7098788    
       16641  0.7170163    
       16642  0.7242236    
       16643  0.7315025    
       16644  0.7388527    
       16645  0.7462680    
       16646  0.7537400    
       16647  0.7612615    
       16648  0.7688274    
       16649  0.7764335    
       16650  0.7840761    
       16651  0.7917521    
       16652  0.7994587    
       16653  0.8071933    
       16654  0.8149536    
       16655  0.8227373    
       16656  0.8305429    
       16657  0.8383684    
       16658  0.8462125    
       16659  0.8540736    
       16660  0.8619506    
       16661  0.8698419    
       16662  0.8777467    
       16663  0.8856640    
       16664  0.8935930    
       16665  0.9015327    
       16666  0.9094825    
       16667  0.9174414    
       16668  0.9254090    
       16669  0.9333848    
       16670  0.9413682    
       16671  0.9493583    
       16672  0.9573550    
       16673  0.9653574    
       16674  0.9733648    
       16675  0.9813768    
       16676  0.9893923    
       16677  0.9974108    
       16678   1.005432    
       16679   1.013454    
       16680   1.021477    
       16681   1.029500    
       16682   1.037522    
       16683   1.045542    
       16684   1.053558    
       16685   1.061567    
       16686   1.069561    
       16687   1.077527    
       16688   1.085434    
       16689   1.093225    
       16690   1.100808    
       16691   1.108102    
       16692   1.115146    
       16693   1.122057    
       16694   1.128935    
       16695   1.135835    
       16696   1.142791    
       16697   1.149818    
       16698   1.156922    
       16699   1.164106    
       16700   1.171373    
       16701   1.178722    
       16702   1.186144    
       16703   1.193629    
       16704   1.201166    
       16705   1.208750    
       16706   1.216377    
       16707   1.224041    
       16708   1.231739    
       16709   1.239469    
       16710   1.247228    
       16711   1.255012    
       16712   1.262819    
       16713   1.270647    
       16714   1.278493    
       16715   1.286355    
       16716   1.294230    
       16717   1.302116    
       16718   1.310007    
       16719   1.317902    
       16720   1.325796    
       16721   1.333684    
       16722   1.341559    
       16723   1.349414    
       16724   1.357229    
       16725   1.364972    
       16726   1.372582    
       16727   1.379953    
       16728   1.386967    
       16729   1.393600    
       16730   1.399971    
       16731   1.406209    
       16732   1.412402    
       16733   1.418603    
       16734   1.424838    
       16735   1.431125    
       16736   1.437473    
       16737   1.443891    
       16738   1.450384    
       16739   1.456957    
       16740   1.463613    
       16741   1.470349    
       16742   1.477165    
       16743   1.484057    
       16744   1.491021    
       16745   1.498056    
       16746   1.505160    
       16747   1.512332    
       16748   1.519574    
       16749   1.526887    
       16750   1.534271    
       16751   1.541719    
       16752   1.549222    
       16753   1.556773    
       16754   1.564369    
       16755   1.572006    
       16756   1.579681    
       16757   1.587392    
       16758   1.595134    
       16759   1.602907    
       16760   1.610708    
       16761   1.618533    
       16762   1.626382    
       16763   1.634252    
       16764   1.642141    
       16765   1.650048    
       16766   1.657971    
       16767   1.665909    
       16768   1.673861    
       16769   1.681825    
       16770   1.689801    
       16771   1.697788    
       16772   1.705785    
       16773   1.713791    
       16774   1.721805    
       16775   1.729826    
       16776   1.737855    
       16777   1.745891    
       16778   1.753932    
       16779   1.761979    
       16780   1.770031    
       16781   1.778088    
       16782   1.786148    
       16783   1.794213    
       16784   1.802280    
       16785   1.810352    
       16786   1.818426    
       16787   1.826502    
       16788   1.834580    
       16789   1.842660    
       16790   1.850742    
       16791   1.858824    
       16792   1.866908    
       16793   1.874991    
       16794   1.883074    
       16795   1.891155    
       16796   1.899233    
       16797   1.907307    
       16798   1.915374    
       16799   1.923429    
       16800   1.931463    
       16801   1.939467    
       16802   1.947425    
       16803   1.955328    
       16804   1.963185    
       16805   1.971009    
       16806   1.978816    
       16807   1.986617    
       16808   1.994418    
       16809   2.002226    
       16810   2.010042    
       16811   2.017869    
       16812   2.025706    
       16813   2.033555    
       16814   2.041416    
       16815   2.049287    
       16816   2.057169    
       16817   2.065062    
       16818   2.072962    
       16819   2.080871    
       16820   2.088786    
       16821   2.096706    
       16822   2.104629    
       16823   2.112550    
       16824   2.120465    
       16825   2.128365    
       16826   2.136242    
       16827   2.144079    
       16828   2.151853    
       16829   2.159521    
       16830   2.167007    
